Location,FIPS,Diabetes_Prevalence_Both_Sexes,Male_Obesity_%,Female_Obesity_%,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85,tubercolosis_mortality,AIDS_mortality,diarrheal_mortality,lower_respiratory_mortality,meningitis_mortality,hepatitis_mortality,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
Bureau County,17011,12.93,36.13,36.47,79.49,0.56,0.82,2.37,10.95,48.2,0.1,0.59,2.26,30.38,0.36,0.12,0.77,4.05,0.89,0.24,0.02,0.12,0.01,0.39,47.24,53.34
Calhoun County,17013,13.45,36.27,36.13,78.93,0.57,0.86,2.58,11.43,50.16,0.08,0.33,2.75,20.73,0.34,0.11,0.83,4.34,0.86,0.22,0.02,0.12,0.03,0.39,50.88,57.31
Carroll County,17015,13.04,37.19,36.72,79.06,0.55,0.77,2.48,11.51,49.99,0.09,0.34,1.88,23.38,0.33,0.09,0.88,4.43,1.33,0.21,0.03,0.09,0.03,0.36,49.37,56.38
Cass County,17017,14.98,38.68,39.18,77.23,0.63,0.91,2.93,13.81,55.51,0.17,0.88,2.63,33.01,0.42,0.14,0.91,6.94,1.31,0.23,0.02,0.07,0.01,0.34,66.17,75.66
Champaign County,17019,13.27,32.22,36.33,80.25,0.58,0.43,2.08,10.46,46.74,0.24,1.12,2.9,26.87,0.44,0.17,0.82,5.8,1.09,0.26,0.01,0.04,0.01,0.32,43.22,51.24
Christian County,17021,14.45,39.35,36.41,77.92,0.67,0.88,2.86,13.09,52.11,0.12,0.6,2.63,42.84,0.41,0.15,0.83,5.75,1.18,0.26,0.44,0.21,0.03,0.94,45.82,54.52
Clark County,17023,13.54,39.28,38.63,77.36,0.63,0.93,2.96,13.93,54.21,0.14,0.68,3.19,26.78,0.38,0.14,0.83,4.52,0.91,0.29,0.03,0.06,0.01,0.39,58.31,64.96
Clay County,17025,13.81,36.95,39.04,77.51,0.67,0.92,2.95,13.42,53.52,0.16,0.67,3.69,35.38,0.41,0.14,0.89,5.27,1.07,0.29,0.02,0.05,0.01,0.38,68.14,75.74
Clinton County,17027,13.57,38.18,36.57,79.62,0.52,0.83,2.39,10.95,47.66,0.11,0.55,3.42,35.72,0.35,0.11,0.77,4.5,0.92,0.23,0.02,0.07,0.01,0.33,42.37,48.88
Coles County,17029,14.06,36.78,37.9,78.42,0.6,0.54,2.59,12.52,52.38,0.13,0.8,3.54,29.71,0.45,0.18,0.92,4.89,1.15,0.27,0.02,0.07,0.01,0.37,68.61,75.94
Cook County,17031,14.57,31.27,37.26,78.67,0.76,0.79,2.94,12.54,47.76,0.29,2.92,2.6,30.46,0.53,0.19,0.76,4.76,2.04,0.18,0.01,0.06,0.01,0.27,33.2,41.02
Crawford County,17033,13.72,39.3,37.91,77.78,0.64,0.91,2.78,12.89,53.51,0.15,0.71,3.8,29.55,0.42,0.18,0.86,5.73,1.17,0.3,0.04,0.08,0.01,0.43,59.2,67.39
Cumberland County,17035,13.79,36.73,36.97,78.8,0.57,0.73,2.53,11.61,51.26,0.12,0.53,3.34,29.09,0.37,0.14,0.87,5.12,1.07,0.3,0.03,0.06,0.01,0.4,58.84,66.3
DeKalb County,17037,13.3,35.3,36.02,79.89,0.53,0.48,2.05,10.24,49.58,0.13,0.62,2.28,25.87,0.38,0.12,0.8,6.15,1.15,0.21,0.02,0.08,0.02,0.32,41.67,50.08
De Witt County,17039,13.12,39.81,36.69,78.05,0.61,0.89,2.71,12.32,53.44,0.12,0.86,2.69,28.31,0.4,0.14,0.83,6.17,1.14,0.28,0.03,0.18,0.03,0.5,60.28,68.91
Douglas County,17041,13.51,38.41,39.84,78.85,0.56,0.78,2.47,11.57,51.15,0.15,0.6,2.67,30.36,0.35,0.12,0.86,5.94,1.02,0.32,0.06,0.07,0.01,0.45,62.88,71.16
DuPage County,17043,10.97,32.91,28.41,81.87,0.42,0.48,1.34,7.74,44.51,0.16,0.42,2.36,25.24,0.3,0.12,0.54,5.44,0.66,0.21,0.01,0.06,0.01,0.3,33.72,40.66
Edgar County,17045,13.92,38.08,39.83,77.33,0.61,0.87,2.87,13.91,55.03,0.11,0.56,2.68,27.18,0.37,0.14,0.95,5.04,1.15,0.36,0.04,0.08,0.02,0.5,76.73,84.37
Edwards County,17047,13.93,37.79,37.19,77.46,0.82,1.06,3.39,13.45,51.19,0.17,0.68,3.8,35.19,0.43,0.15,0.89,6.33,0.96,0.31,0.12,0.08,0.02,0.53,53.35,62.05
Effingham County,17049,12.42,32.86,35.03,79.01,0.54,0.78,2.34,11.33,51.19,0.14,0.57,5.82,28.79,0.37,0.14,0.75,4.42,0.94,0.25,0.04,0.07,0.01,0.38,49.31,55.8
Fayette County,17051,14.35,37.53,40.81,78.76,0.55,0.84,2.51,11.96,50.54,0.13,0.58,3.86,39.35,0.38,0.13,0.94,5.16,1.19,0.28,0.04,0.09,0.01,0.42,57.43,65.12
Ford County,17053,13.1,39.03,38.19,77.37,0.65,0.93,2.9,13.43,55.39,0.1,0.54,2.6,30.34,0.38,0.12,0.9,4.91,1.15,0.32,0.02,0.06,0.01,0.41,57.0,64.39
Franklin County,17055,14.45,38.24,39.07,75.28,0.8,1.18,3.75,16.56,59.66,0.16,0.71,4.25,46.51,0.45,0.19,0.93,6.06,1.53,0.28,1.96,0.46,0.07,2.77,88.9,100.19
Fulton County,17057,13.48,38.26,40.11,77.84,0.56,0.86,2.8,13.11,53.62,0.11,0.69,3.05,36.0,0.43,0.13,0.97,5.88,1.29,0.25,0.22,0.14,0.01,0.63,57.08,65.84
Gallatin County,17059,14.53,41.43,41.32,75.16,0.78,1.13,3.66,16.46,60.91,0.15,0.82,3.05,34.24,0.44,0.18,1.0,5.78,1.06,0.31,0.54,0.1,0.02,0.98,69.48,78.31
Greene County,17061,13.94,37.15,38.87,77.58,0.62,0.87,2.9,13.35,54.13,0.11,0.55,2.79,37.65,0.4,0.12,1.0,5.55,1.2,0.25,0.07,0.19,0.03,0.54,58.34,66.64
Grundy County,17063,13.08,39.26,35.04,78.53,0.57,0.81,2.51,11.66,52.74,0.11,0.49,3.49,31.26,0.36,0.12,0.74,5.23,0.99,0.25,0.12,0.31,0.04,0.72,48.87,56.55
Hamilton County,17065,13.79,38.98,40.31,77.7,0.69,0.95,2.99,13.19,52.96,0.15,0.66,3.16,28.33,0.39,0.14,0.88,4.95,1.12,0.33,0.1,0.11,0.02,0.56,57.33,64.85
Hancock County,17067,12.91,36.28,32.79,79.81,0.52,0.76,2.38,10.77,47.35,0.12,0.48,1.79,28.47,0.35,0.12,0.79,5.07,1.18,0.23,0.02,0.08,0.01,0.34,50.98,58.36
Hardin County,17069,14.53,40.4,40.44,75.21,0.77,1.1,3.62,16.2,61.15,0.14,0.67,2.28,39.91,0.38,0.18,0.98,5.37,1.04,0.27,0.6,0.2,0.03,1.1,83.84,92.33
Henderson County,17071,13.15,38.4,37.26,78.65,0.52,0.76,2.53,12.34,51.45,0.11,0.56,1.74,21.17,0.34,0.11,0.8,4.77,1.22,0.21,0.02,0.09,0.01,0.34,54.06,61.19
Henry County,17073,13.19,37.9,34.62,79.4,0.48,0.75,2.26,10.96,50.0,0.09,0.43,2.52,30.41,0.36,0.11,0.79,4.89,1.04,0.23,0.03,0.15,0.02,0.42,50.4,57.55
Iroquois County,17075,13.45,38.08,38.35,77.56,0.68,0.93,3.06,13.29,53.32,0.11,0.52,2.32,26.75,0.37,0.11,0.89,5.14,0.91,0.28,0.02,0.04,0.01,0.35,52.66,59.96
Jackson County,17077,14.36,35.5,40.17,78.35,0.67,0.55,2.86,12.63,51.36,0.22,1.18,4.05,33.12,0.5,0.2,0.91,5.2,1.09,0.25,0.16,0.1,0.03,0.54,48.87,56.61
Jasper County,17079,13.47,36.98,36.71,79.11,0.6,0.8,2.57,11.57,49.47,0.12,0.54,3.59,37.63,0.37,0.12,0.77,4.75,0.85,0.27,0.03,0.06,0.01,0.37,48.04,54.77
Jefferson County,17081,13.57,36.84,39.43,77.21,0.68,0.94,3.1,14.01,54.3,0.29,0.94,3.77,76.09,0.42,0.18,0.99,5.3,1.67,0.27,0.18,0.14,0.02,0.6,64.76,73.31
Jersey County,17083,13.3,36.18,36.11,78.17,0.57,0.78,2.68,12.32,53.64,0.12,0.48,3.19,26.88,0.35,0.11,0.86,4.74,0.9,0.22,0.02,0.14,0.02,0.41,48.15,55.06
Jo Daviess County,17085,12.24,35.63,33.84,80.86,0.44,0.71,2.09,9.23,44.57,0.07,0.27,1.32,20.63,0.27,0.07,0.87,4.25,1.0,0.18,0.01,0.05,0.01,0.25,37.68,44.05
Johnson County,17087,14.0,38.99,39.92,78.09,0.65,0.88,2.87,12.74,51.8,0.16,1.26,2.32,34.6,0.41,0.17,0.88,5.55,1.03,0.28,0.16,0.13,0.03,0.59,64.04,72.1
Kane County,17089,13.57,37.07,36.27,80.92,0.52,0.61,1.78,8.93,45.76,0.16,0.79,2.55,27.24,0.35,0.12,0.66,6.07,1.07,0.2,0.03,0.08,0.01,0.32,35.53,43.66
Kankakee County,17091,14.78,40.91,42.62,77.03,0.8,0.95,3.06,13.91,55.23,0.17,1.08,3.18,38.27,0.45,0.14,0.86,5.36,1.48,0.25,0.04,0.06,0.02,0.37,51.03,59.09
Kendall County,17093,12.86,36.37,32.17,81.17,0.44,0.6,1.74,8.68,45.41,0.14,0.5,3.0,24.69,0.33,0.11,0.63,5.65,0.85,0.22,0.02,0.11,0.01,0.37,41.42,48.91
Knox County,17095,13.73,38.94,39.06,77.75,0.6,0.78,2.78,12.98,54.49,0.13,0.77,3.25,36.61,0.45,0.15,1.08,7.24,1.34,0.23,0.06,0.09,0.01,0.39,74.84,84.89
Lake County,17097,12.31,30.15,30.81,81.04,0.45,0.55,1.63,8.72,46.34,0.16,0.55,1.99,25.47,0.3,0.11,0.6,5.02,0.87,0.19,0.02,0.17,0.01,0.38,36.87,43.74
LaSalle County,17099,13.78,37.68,35.46,77.9,0.58,0.89,2.79,12.93,53.3,0.14,0.61,3.22,29.96,0.38,0.12,0.83,4.61,1.15,0.23,0.03,0.09,0.03,0.37,53.14,60.1
Lawrence County,17101,14.92,42.72,39.62,76.09,0.73,1.05,3.54,15.3,57.21,0.29,1.14,4.27,47.44,0.47,0.19,0.98,5.63,1.23,0.29,0.05,0.08,0.02,0.44,66.86,75.14
Lee County,17103,12.7,35.98,35.44,78.23,0.57,0.84,2.8,12.67,51.78,0.14,1.22,2.22,25.48,0.39,0.14,0.85,4.89,1.18,0.24,0.02,0.07,0.02,0.34,52.24,59.5
Livingston County,17105,13.73,40.14,38.76,77.98,0.67,0.89,2.84,12.94,52.43,0.16,0.84,2.95,31.21,0.44,0.17,0.96,4.8,1.4,0.31,0.03,0.08,0.02,0.43,52.94,60.53
Logan County,17107,14.17,40.38,40.58,78.52,0.57,0.75,2.67,12.43,51.17,0.16,1.03,3.21,36.19,0.47,0.2,0.93,7.22,1.42,0.28,0.02,0.07,0.01,0.37,50.98,60.92
McDonough County,17109,13.5,35.99,36.04,79.6,0.51,0.5,2.1,10.86,49.82,0.13,0.66,1.83,37.42,0.36,0.12,0.85,5.38,1.21,0.23,0.05,0.07,0.01,0.36,53.7,61.51
McHenry County,17111,12.22,32.83,33.15,80.15,0.42,0.69,1.68,9.29,50.37,0.13,0.33,1.99,24.42,0.28,0.11,0.76,5.84,0.96,0.21,0.03,0.07,0.01,0.32,49.96,57.84
McLean County,17113,12.72,35.9,35.54,80.09,0.58,0.45,1.88,10.08,48.6,0.16,0.77,2.33,22.22,0.37,0.14,0.83,6.12,1.03,0.24,0.02,0.12,0.01,0.4,50.25,58.63
Macon County,17115,14.86,39.91,38.93,77.7,0.78,0.85,2.79,13.06,53.36,0.2,1.48,3.32,38.53,0.54,0.18,0.93,6.93,1.53,0.25,0.01,0.08,0.01,0.36,48.54,58.29
Macoupin County,17117,14.11,36.69,41.24,78.02,0.6,0.9,2.84,12.62,52.89,0.11,0.56,3.69,38.8,0.37,0.12,0.92,4.45,1.09,0.25,0.1,0.19,0.05,0.6,53.84,60.9
Madison County,17119,14.43,35.51,37.72,77.16,0.68,0.85,3.01,13.82,55.61,0.17,1.02,3.47,35.64,0.42,0.17,0.94,5.64,1.11,0.25,0.03,0.19,0.02,0.49,60.71,68.88
Marion County,17121,14.23,38.67,40.32,76.66,0.68,1.02,3.28,14.83,55.36,0.17,0.86,4.02,40.69,0.41,0.15,0.98,5.42,1.41,0.25,0.02,0.05,0.01,0.33,74.76,82.9
Marshall County,17123,12.78,37.0,35.92,78.04,0.62,0.9,2.81,12.11,53.24,0.12,0.51,2.45,26.22,0.35,0.1,0.84,5.11,1.07,0.25,0.05,0.1,0.02,0.41,48.6,56.02
Mason County,17125,13.66,37.87,39.31,77.27,0.67,0.98,3.05,13.7,54.12,0.13,0.7,3.74,35.6,0.41,0.13,0.99,8.75,1.18,0.29,0.09,0.1,0.01,0.49,67.49,78.89
Massac County,17127,14.7,39.3,40.33,75.88,0.68,1.06,3.51,16.04,58.0,0.19,0.96,2.51,27.61,0.41,0.22,0.89,5.66,1.22,0.3,0.2,0.25,0.03,0.79,96.55,105.11
Menard County,17129,13.01,38.0,37.39,78.66,0.58,0.82,2.55,11.6,51.81,0.11,0.65,3.37,42.33,0.38,0.12,0.78,6.46,1.23,0.25,0.05,0.08,0.01,0.4,50.46,59.34
Mercer County,17131,12.74,38.28,36.75,79.51,0.48,0.74,2.33,11.03,48.61,0.09,0.41,1.74,18.91,0.3,0.11,0.78,4.63,1.03,0.21,0.03,0.08,0.01,0.32,61.99,68.76
Monroe County,17133,12.65,36.96,34.11,80.48,0.46,0.71,2.07,9.29,46.83,0.11,0.5,2.98,24.08,0.31,0.14,0.68,4.36,0.87,0.21,0.07,0.15,0.02,0.44,45.91,52.27
Montgomery County,17135,14.17,37.69,37.69,77.84,0.61,0.88,2.95,13.16,52.38,0.11,0.74,2.87,42.02,0.41,0.13,0.9,5.09,1.19,0.28,0.04,0.12,0.01,0.45,46.35,53.98
Morgan County,17137,14.1,38.24,38.47,78.36,0.59,0.73,2.66,12.65,51.63,0.12,0.62,2.81,39.8,0.39,0.12,0.87,6.29,1.32,0.25,0.03,0.16,0.02,0.45,59.34,68.28
Moultrie County,17139,13.43,39.55,39.42,78.19,0.57,0.78,2.52,11.76,54.85,0.11,0.49,2.78,46.53,0.35,0.11,0.78,5.6,1.03,0.29,0.02,0.06,0.01,0.39,56.11,63.92
Ogle County,17141,13.1,36.11,36.07,79.64,0.51,0.82,2.2,10.47,48.9,0.11,0.34,2.2,25.42,0.31,0.09,0.85,4.94,1.08,0.22,0.01,0.07,0.01,0.31,48.64,55.82
Peoria County,17143,12.94,33.15,37.78,78.22,0.74,0.76,2.64,12.67,51.93,0.21,1.28,3.74,33.45,0.49,0.13,0.91,6.27,1.2,0.24,0.04,0.08,0.01,0.36,49.85,58.58
Perry County,17145,14.54,39.38,39.8,77.53,0.62,0.94,2.94,13.31,54.89,0.18,0.94,2.96,38.81,0.4,0.17,0.94,5.28,1.39,0.27,0.65,0.13,0.03,1.08,63.02,71.71
Piatt County,17147,12.37,36.62,35.22,79.4,0.53,0.72,2.39,10.63,49.54,0.14,0.78,2.81,29.12,0.35,0.12,0.74,5.64,1.02,0.27,0.02,0.08,0.02,0.39,43.41,51.2
Pike County,17149,13.85,36.63,36.78,78.53,0.61,0.83,2.7,12.37,50.9,0.12,0.48,2.43,28.22,0.38,0.12,0.88,5.65,1.07,0.24,0.02,0.15,0.03,0.44,62.07,70.11
Pope County,17151,14.7,37.59,38.55,77.98,0.66,0.91,2.96,12.08,53.15,0.12,0.61,2.06,30.78,0.35,0.14,0.89,5.13,0.99,0.25,0.25,0.17,0.03,0.71,59.24,66.96
Pulaski County,17153,17.95,40.41,46.19,74.72,0.98,1.35,3.97,17.43,59.38,0.29,1.48,3.22,38.35,0.61,0.21,1.08,5.47,1.59,0.29,0.08,0.16,0.1,0.63,72.79,81.56
Putnam County,17155,12.77,37.72,36.43,79.78,0.52,0.77,2.41,10.9,46.91,0.11,0.41,2.3,22.29,0.32,0.09,0.85,5.2,1.01,0.28,0.16,0.26,0.04,0.75,38.9,46.71
Randolph County,17157,14.47,40.69,40.36,77.68,0.64,0.95,2.93,13.57,52.81,0.14,0.85,3.79,27.13,0.39,0.17,0.94,4.7,1.41,0.26,0.14,0.18,0.06,0.64,57.13,64.83
Richland County,17159,13.1,37.8,37.81,78.09,0.61,0.88,2.86,12.71,52.63,0.14,0.65,3.05,37.68,0.4,0.16,0.83,5.25,1.02,0.27,0.05,0.06,0.01,0.4,49.56,57.07
Rock Island County,17161,14.25,35.31,37.26,78.76,0.6,0.67,2.4,12.02,51.08,0.15,0.91,1.62,30.17,0.41,0.16,0.8,5.85,1.54,0.19,0.01,0.06,0.01,0.27,48.94,57.41
Saint Clair County,17163,16.18,38.86,39.98,76.67,0.82,1.1,3.52,14.66,53.79,0.33,2.44,3.72,35.18,0.51,0.15,1.01,5.67,1.88,0.23,0.04,0.1,0.02,0.38,60.68,69.63
Saline County,17165,14.46,39.26,40.51,74.9,0.81,1.08,3.66,17.38,61.52,0.17,1.07,2.84,44.79,0.44,0.2,0.95,6.92,1.25,0.29,1.36,0.2,0.03,1.88,75.59,86.59
Sangamon County,17167,12.85,35.27,37.28,78.33,0.71,0.83,2.6,12.32,51.62,0.19,1.22,3.36,33.23,0.46,0.18,0.9,6.86,1.78,0.24,0.04,0.1,0.01,0.4,49.2,59.13
Schuyler County,17169,13.25,37.36,37.0,78.82,0.53,0.79,2.56,12.14,49.98,0.11,0.6,2.01,20.4,0.35,0.11,0.89,5.61,1.12,0.25,0.03,0.09,0.01,0.38,46.95,54.95
Scott County,17171,14.03,37.22,36.01,78.78,0.55,0.78,2.56,11.98,50.56,0.13,0.51,2.76,30.82,0.34,0.1,0.85,6.81,0.97,0.28,0.03,0.12,0.02,0.46,55.34,64.43
Shelby County,17173,13.37,37.03,36.53,79.85,0.54,0.77,2.43,10.29,47.18,0.11,0.55,2.76,29.73,0.35,0.12,0.79,4.97,1.02,0.27,0.04,0.1,0.02,0.42,42.86,50.07
Stark County,17175,12.74,38.09,36.62,78.31,0.63,0.84,2.81,11.97,52.15,0.1,0.66,3.11,34.97,0.37,0.11,0.89,5.55,1.13,0.26,0.06,0.11,0.02,0.46,56.07,64.11
Stephenson County,17177,13.52,36.78,37.23,79.68,0.56,0.74,2.26,10.82,48.19,0.11,0.47,2.12,25.44,0.36,0.1,1.01,5.21,1.53,0.23,0.02,0.07,0.02,0.33,51.27,59.34
Tazewell County,17179,12.81,35.9,35.87,78.69,0.57,0.74,2.28,11.41,53.02,0.12,0.62,4.31,32.95,0.37,0.11,0.86,6.11,0.89,0.23,0.02,0.11,0.01,0.37,47.98,56.21
Union County,17181,13.61,38.2,40.49,76.4,0.74,1.08,3.4,14.53,57.61,0.12,0.56,2.73,51.19,0.41,0.16,0.91,6.16,0.99,0.28,0.06,0.12,0.04,0.51,63.18,71.75
Vermilion County,17183,15.48,37.38,41.4,76.19,0.78,0.94,3.21,15.47,57.42,0.19,1.19,3.33,34.3,0.48,0.17,0.99,4.91,1.37,0.31,0.05,0.07,0.02,0.45,78.95,86.67
Wabash County,17185,13.51,39.58,37.01,78.37,0.57,0.79,2.61,12.48,51.84,0.16,0.67,3.05,36.16,0.4,0.17,0.8,6.16,0.97,0.28,0.13,0.1,0.05,0.56,63.33,71.82
Warren County,17187,13.26,37.31,38.22,78.39,0.51,0.74,2.51,12.34,53.0,0.14,0.68,2.59,35.92,0.36,0.12,0.88,5.35,1.08,0.22,0.04,0.09,0.01,0.36,54.29,61.96
Washington County,17189,13.15,38.76,37.34,79.07,0.6,0.86,2.65,11.65,48.77,0.12,0.5,2.88,26.53,0.32,0.11,0.81,4.65,1.01,0.26,0.06,0.09,0.02,0.42,38.48,45.37
Wayne County,17191,13.71,39.64,40.63,77.79,0.7,0.92,3.11,13.07,52.14,0.16,0.7,3.67,40.1,0.39,0.12,0.94,6.05,1.13,0.29,0.04,0.07,0.01,0.4,68.19,76.71
White County,17193,13.87,39.63,39.4,76.88,0.7,0.94,3.02,14.38,55.97,0.16,0.71,4.14,41.05,0.44,0.16,0.93,5.73,1.02,0.3,0.16,0.12,0.02,0.6,74.12,82.4
Whiteside County,17195,13.59,35.95,35.4,78.92,0.56,0.87,2.62,11.49,50.16,0.11,0.53,2.69,25.12,0.37,0.11,0.84,4.23,1.15,0.21,0.02,0.07,0.01,0.3,55.84,62.37
Will County,17197,13.72,38.25,36.57,79.94,0.51,0.7,1.87,9.95,49.44,0.17,0.65,2.34,24.78,0.36,0.11,0.62,5.13,1.06,0.22,0.02,0.09,0.02,0.35,37.94,45.1
Williamson County,17199,13.61,38.04,37.31,76.94,0.69,0.97,3.06,13.94,56.28,0.18,0.72,3.8,41.96,0.4,0.15,0.8,5.98,0.95,0.27,0.43,0.12,0.02,0.84,62.82,71.4
Winnebago County,17201,13.87,35.51,38.46,77.95,0.69,0.88,2.88,12.84,52.27,0.2,1.35,2.72,24.53,0.44,0.18,1.01,6.3,1.23,0.22,0.02,0.07,0.03,0.34,49.07,57.96
Woodford County,17203,11.81,35.93,34.29,80.3,0.47,0.65,2.0,9.56,47.74,0.11,0.51,3.48,28.99,0.35,0.09,0.8,5.49,1.15,0.26,0.01,0.06,0.01,0.34,44.54,52.32
Adams County,18001,15.16,38.73,39.2,79.72,0.66,0.74,2.25,10.68,47.53,0.1,0.41,1.85,22.91,0.38,0.11,0.85,6.5,0.97,0.26,0.04,0.08,0.03,0.41,39.09,47.82
Allen County,18003,14.4,35.84,42.68,78.31,0.73,0.82,2.54,12.1,52.28,0.21,1.21,1.93,26.06,0.46,0.15,0.9,6.5,1.13,0.22,0.05,0.05,0.01,0.33,58.06,66.92
Bartholomew County,18005,13.85,35.83,35.33,77.8,0.63,0.83,2.61,12.71,55.2,0.18,0.7,2.84,24.7,0.42,0.16,0.86,6.51,1.15,0.26,0.03,0.06,0.04,0.39,65.26,74.17
Benton County,18007,13.75,36.2,36.8,78.41,0.59,0.85,2.65,12.47,51.61,0.1,0.4,2.66,24.86,0.37,0.11,0.89,6.37,1.08,0.34,0.03,0.07,0.02,0.46,66.45,75.24
Blackford County,18009,15.02,40.56,38.59,76.81,0.7,0.94,3.08,14.44,56.44,0.11,0.71,3.73,31.77,0.47,0.16,1.07,6.53,1.47,0.27,0.06,0.06,0.02,0.41,65.56,75.04
Boone County,18011,11.47,29.65,36.13,78.87,0.52,0.74,2.18,10.53,54.19,0.14,0.61,2.77,21.29,0.33,0.14,0.82,6.07,0.86,0.29,0.05,0.06,0.01,0.42,58.0,66.16
Brown County,18013,13.82,36.82,34.77,79.4,0.49,0.7,2.43,10.31,50.56,0.12,0.58,2.32,21.4,0.34,0.14,0.79,5.26,0.8,0.27,0.04,0.06,0.02,0.38,51.9,59.14
Carroll County,18015,13.65,38.98,37.49,79.8,0.49,0.75,2.25,10.37,48.54,0.12,0.46,2.4,25.25,0.32,0.13,0.94,6.51,0.85,0.3,0.03,0.07,0.02,0.43,56.1,64.84
Cass County,18017,14.44,40.17,41.7,77.62,0.69,0.9,2.85,13.21,53.78,0.19,0.55,3.04,29.76,0.41,0.16,1.03,5.97,1.33,0.27,0.06,0.1,0.04,0.47,60.32,69.12
Clark County,18019,15.21,36.94,38.57,76.3,0.66,0.82,3.11,15.22,59.07,0.28,1.34,2.84,43.07,0.49,0.29,0.91,5.55,1.22,0.26,0.04,0.06,0.02,0.39,69.54,77.61
Clay County,18021,14.08,40.17,41.61,76.66,0.7,0.93,3.04,14.6,57.19,0.18,0.83,3.52,25.54,0.41,0.19,0.84,4.95,1.16,0.28,0.2,0.08,0.07,0.63,64.38,71.96
Clinton County,18023,14.97,37.41,41.36,77.88,0.6,0.79,2.74,12.9,53.89,0.16,0.56,2.03,36.45,0.37,0.16,1.01,5.86,0.9,0.28,0.03,0.05,0.01,0.38,63.62,71.75
Crawford County,18025,14.99,38.6,41.25,76.1,0.7,0.99,3.47,15.48,58.11,0.16,0.54,3.89,37.28,0.43,0.14,0.96,5.05,1.14,0.29,0.15,0.1,0.03,0.58,73.47,81.19
Daviess County,18027,14.57,39.87,43.24,77.17,0.7,0.93,3.0,13.42,55.42,0.23,0.67,4.34,32.68,0.45,0.17,0.94,6.6,0.88,0.32,0.14,0.06,0.01,0.54,56.69,65.65
Dearborn County,18029,14.16,38.07,36.2,78.37,0.54,0.79,2.42,12.07,53.87,0.11,0.33,2.75,29.08,0.31,0.13,0.78,6.06,0.83,0.23,0.2,0.22,0.05,0.69,57.89,66.25
Decatur County,18031,14.75,39.19,35.83,78.07,0.62,0.88,2.75,12.6,52.57,0.17,0.76,2.63,18.37,0.38,0.14,0.85,4.76,1.07,0.25,0.03,0.06,0.02,0.36,49.96,57.01
DeKalb County,18033,13.81,34.7,38.42,77.83,0.63,0.88,2.65,12.49,54.65,0.1,0.67,1.75,27.93,0.36,0.12,0.8,6.18,0.99,0.24,0.09,0.09,0.02,0.45,63.94,72.35
Delaware County,18035,15.25,39.22,41.45,76.98,0.74,0.63,3.14,14.25,56.1,0.2,1.14,3.56,29.3,0.52,0.23,1.22,6.49,1.48,0.23,0.05,0.06,0.03,0.38,74.44,84.01
Dubois County,18037,13.4,35.49,37.87,78.93,0.58,0.82,2.35,10.98,51.97,0.13,0.42,3.11,35.46,0.38,0.13,0.82,5.13,1.05,0.29,0.07,0.06,0.01,0.44,37.78,45.22
Elkhart County,18039,14.5,33.35,41.57,78.78,0.68,0.81,2.36,11.73,50.71,0.18,0.73,2.08,27.01,0.41,0.12,0.77,5.74,1.2,0.22,0.07,0.08,0.03,0.4,53.64,61.75
Fayette County,18041,15.92,42.18,41.89,75.84,0.74,1.03,3.49,15.39,58.86,0.14,0.69,2.84,23.49,0.42,0.23,1.1,8.29,1.64,0.26,0.12,0.08,0.03,0.49,85.4,96.91
Floyd County,18043,14.11,36.64,35.44,77.17,0.58,0.8,2.78,13.52,57.33,0.21,1.22,2.96,40.39,0.43,0.24,0.9,5.67,0.75,0.25,0.05,0.11,0.02,0.43,66.14,73.89
Fountain County,18045,14.42,36.84,38.23,77.25,0.63,0.93,2.88,13.25,56.47,0.13,0.6,3.24,30.06,0.38,0.14,0.92,5.27,1.0,0.33,0.1,0.1,0.05,0.58,73.64,81.41
Franklin County,18047,14.68,38.34,34.88,78.95,0.56,0.8,2.48,11.65,50.39,0.12,0.41,3.2,23.51,0.34,0.13,0.79,5.59,0.95,0.25,0.05,0.08,0.02,0.4,45.46,53.2
Fulton County,18049,13.94,39.68,38.92,76.9,0.74,0.96,3.11,13.92,55.6,0.15,0.6,2.1,22.69,0.43,0.17,0.98,5.8,1.15,0.25,0.06,0.08,0.02,0.41,71.89,80.23
Gibson County,18051,14.04,37.34,36.98,78.06,0.59,0.8,2.59,12.59,53.88,0.16,0.49,3.34,25.59,0.4,0.23,0.96,7.29,1.02,0.3,0.58,0.09,0.05,1.02,56.03,66.31
Grant County,18053,16.13,37.85,41.38,76.47,0.8,0.79,3.26,14.86,57.24,0.18,1.02,2.81,26.62,0.5,0.2,1.23,7.09,1.56,0.25,0.11,0.07,0.02,0.45,81.53,91.85
Greene County,18055,14.53,36.63,39.29,76.76,0.74,1.02,3.22,14.4,55.31,0.16,0.66,3.29,33.4,0.43,0.17,0.9,5.12,1.11,0.3,0.26,0.08,0.02,0.66,67.74,75.52
